node_id,author_channel_id,handle_autor,videos_distintos_comentados,total_comentarios,grado_proyeccion,grado_ponderado_proyeccion,intermediacion,cercania,pagerank,es_punto_articulacion_mayor,rol_estructural
author::UC9vMq1YF-e7C-VO0SHkbUTA,UC9vMq1YF-e7C-VO0SHkbUTA,@ErvinLeonardoCarreraLatín,1,4,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UC9xr9QvIcDvoZNUX5f-jaZw,UC9xr9QvIcDvoZNUX5f-jaZw,@MariaaliciaColonmorales,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCA93ym2TXs_Ibyxb4Vcn-6Q,UCA93ym2TXs_Ibyxb4Vcn-6Q,@oswaldosolis8728,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCAlzM_N6xBlMYmM8EBzX86Q,UCAlzM_N6xBlMYmM8EBzX86Q,@carlossoto3252,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCAmtbUiIrUIhikru0ZoTFig,UCAmtbUiIrUIhikru0ZoTFig,@Aura-vf6dm,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCB5p8a5gklc80jJItP6xTHg,UCB5p8a5gklc80jJItP6xTHg,@ernestogamboa8737,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCCaYwkkbQGcvFoUmothVdQQ,UCCaYwkkbQGcvFoUmothVdQQ,@OsvaldoAguirre-l3i,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCDIMztpVm7G27qBuiWuT6oQ,UCDIMztpVm7G27qBuiWuT6oQ,@lizardomorataya8274,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCDPWkUX3sNNaCx-m1dV4glA,UCDPWkUX3sNNaCx-m1dV4glA,@hectoroliva949,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCDQaQv0hr2SS_PO-CMEwVHg,UCDQaQv0hr2SS_PO-CMEwVHg,@federicosaquimux1933,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCDUffaruH6dyUnUGwsTKpgg,UCDUffaruH6dyUnUGwsTKpgg,@luisletona2842,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCDftMWXQoJ6nONfY7GVOVjg,UCDftMWXQoJ6nONfY7GVOVjg,@luisgpacheco5858,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCDlr1VadSucIZgZ171pRBjQ,UCDlr1VadSucIZgZ171pRBjQ,@cuabatzjj5924,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCEgEQmRbtL5fwr9_DqAC--g,UCEgEQmRbtL5fwr9_DqAC--g,@ArielRodas-g5y,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCErZPJpHmLCsXs8ZWkAUupQ,UCErZPJpHmLCsXs8ZWkAUupQ,@dorisl.garciaroche7763,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCFUuDARXdmmIrLppEqf-rFg,UCFUuDARXdmmIrLppEqf-rFg,@allanmunoz7410,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCFhxtoeARHPnXXPcDrOU3Xg,UCFhxtoeARHPnXXPcDrOU3Xg,@diegoalejandrolopezmendez205,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCFjudnPLoaSL1BaRuLahyHg,UCFjudnPLoaSL1BaRuLahyHg,@HaroldoCastillo-rh9iw,1,3,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCFoIAE8k82D6AV-8gjjKaNg,UCFoIAE8k82D6AV-8gjjKaNg,@eddymunoz9789,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCFxE8GbokBrBsPEKM1xrOjQ,UCFxE8GbokBrBsPEKM1xrOjQ,@JuanDavila-qd7qj,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCGzXwyCzMzGmjmCbH3Hg01Q,UCGzXwyCzMzGmjmCbH3Hg01Q,@FidelZacarias-ph7dy,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCHhHUjaMAZ8SiXdCUCj9DkQ,UCHhHUjaMAZ8SiXdCUCj9DkQ,@fredymendez1786,1,2,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCKDR0f2fu2UzWL8mBv5-BHw,UCKDR0f2fu2UzWL8mBv5-BHw,@mireyamorales6595,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCL13XhnRzbGokEkCkEOb0-g,UCL13XhnRzbGokEkCkEOb0-g,@raquelprado3643,1,2,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCL1MT278vSaQ83ZDkVWn1gw,UCL1MT278vSaQ83ZDkVWn1gw,@elmorodriguez6978,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCLFdHr9BEbXHkoJopbEPLZw,UCLFdHr9BEbXHkoJopbEPLZw,@kanterra4584,1,2,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCLggDc_a5HriXv7I1h02sOA,UCLggDc_a5HriXv7I1h02sOA,@guillermogonzalez5153,1,2,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCN6qbfPSzFtjhqUDZ3Cv3CQ,UCN6qbfPSzFtjhqUDZ3Cv3CQ,@carlosmedranovelasquez6380,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCNBnKqWf4d-rS4HwJRQljmQ,UCNBnKqWf4d-rS4HwJRQljmQ,@LE_A22,1,2,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCNkcuy42zEwddwEcOd_HpnA,UCNkcuy42zEwddwEcOd_HpnA,@vanigomez492,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCOLGv5Pf6BF2wFcwUzgcvHg,UCOLGv5Pf6BF2wFcwUzgcvHg,@welfrealdana5559,1,2,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCOS8ViEkccrTZx2w2ccxotA,UCOS8ViEkccrTZx2w2ccxotA,@OscarHernandez-q8y,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCOh6DaZC_x9HASnlRylEMfw,UCOh6DaZC_x9HASnlRylEMfw,@AndresMedina-v1s,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCQ_-LPP8JAbfkc-b1Q6NvWw,UCQ_-LPP8JAbfkc-b1Q6NvWw,@MegaKristenstewart,1,2,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCQgYjVngJRfPHDLGB5X6ZjA,UCQgYjVngJRfPHDLGB5X6ZjA,@oscarnavas9996,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCQqetiwzzmRNTM5OWuXarGQ,UCQqetiwzzmRNTM5OWuXarGQ,@isaiaslopezvelasquez1539,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCQtICyzWmhC5woCtbNgaSmg,UCQtICyzWmhC5woCtbNgaSmg,@nestormendez6216,1,2,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCQtSFINs1h6GHkpg9o5kMvg,UCQtSFINs1h6GHkpg9o5kMvg,@MacarioMartinezruiz,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCRETAiYdh2dL5ZxB0_N1zDA,UCRETAiYdh2dL5ZxB0_N1zDA,@Joseroland21,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCRelkU8JiZBytTzebJxaa-w,UCRelkU8JiZBytTzebJxaa-w,@danyraymundo2942,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCRlCV9zSn7avAWh-9_XFWqQ,UCRlCV9zSn7avAWh-9_XFWqQ,@ronyarana8849,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCSou6a2OuYGSvPjm5psquyA,UCSou6a2OuYGSvPjm5psquyA,@FranciscoRivera-sf7ne,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCTD6q1nyIe3Y7HhqjaMj72w,UCTD6q1nyIe3Y7HhqjaMj72w,@JuanChang-r6k,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCTP3O0rMnc8z8v8jaDQwL0w,UCTP3O0rMnc8z8v8jaDQwL0w,@RobertoZelaya-x1v,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCThW2XNsAaBKme5PUt7n-Zg,UCThW2XNsAaBKme5PUt7n-Zg,@thelmamoran8565,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCTwSut16JyAg3mX6LVUNGqA,UCTwSut16JyAg3mX6LVUNGqA,@SuperVictor2005,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCTylKrsqkrBKIqubMu_5N0Q,UCTylKrsqkrBKIqubMu_5N0Q,@edwingeovanymarroquinmarro6684,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCUIIIPTVDVHAXqhC_5V6lPA,UCUIIIPTVDVHAXqhC_5V6lPA,@gorrarota,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCV0iizTBoOfdAFX_thfI9BA,UCV0iizTBoOfdAFX_thfI9BA,@BenjaminLarios-jd8nk,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCWIZUtKJ636y-4TYrNvok0g,UCWIZUtKJ636y-4TYrNvok0g,@cesarandreas7824,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCXSkL3ejZ8qWYyF_M7s_QKA,UCXSkL3ejZ8qWYyF_M7s_QKA,@JacintaTzoy,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCXXh7yg5KUFIWylTiKVEFKQ,UCXXh7yg5KUFIWylTiKVEFKQ,@MrDuenderojo,1,2,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCXgr7vXlRrsaskPdo097kGA,UCXgr7vXlRrsaskPdo097kGA,@Rogergh-nw4oj,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCXr8_5WtGeipe4haOoQDgyQ,UCXr8_5WtGeipe4haOoQDgyQ,@amyherrera7352,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCYN4wSQ1Sx4_LurxLlW7MPg,UCYN4wSQ1Sx4_LurxLlW7MPg,@belarminavillatoro6474,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCYwpX26TrCxq8TvbKGRYLXA,UCYwpX26TrCxq8TvbKGRYLXA,@beneficioelcaminovillacana8540,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCZ51R_9Q9C0c8I3pAWhtmjQ,UCZ51R_9Q9C0c8I3pAWhtmjQ,@belvettzapeta1251,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCZLG9qH0tUjNhEGFIUt0CYw,UCZLG9qH0tUjNhEGFIUt0CYw,@SoniaMarroquin-y6e,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCcfdg8crmMJwEuLUsAhV7yg,UCcfdg8crmMJwEuLUsAhV7yg,@RolandoRaguay,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCfM3nrxtTQMY5jFx1v1J4Gg,UCfM3nrxtTQMY5jFx1v1J4Gg,@edgarroldan5539,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCgvw7xIdGFupzpt1Y_BFkEA,UCgvw7xIdGFupzpt1Y_BFkEA,@fredygarcia9151,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCh5ESQvtzyHDhCA7XyekCFA,UCh5ESQvtzyHDhCA7XyekCFA,@andyB5280,1,3,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UChZknRmJkeGeQk0-mQuhDOg,UChZknRmJkeGeQk0-mQuhDOg,@OdilioRodríguez-c5w,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UChep9kVb5gQmpodEEl10Xlg,UChep9kVb5gQmpodEEl10Xlg,@carlosaguilar-kz7ml,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UChgkn5Jt5tWKYMoEOuCjz3Q,UChgkn5Jt5tWKYMoEOuCjz3Q,@pablochitay46,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UChs3tU2BcKOT0CezykvAsGw,UChs3tU2BcKOT0CezykvAsGw,@byronpontaza,1,3,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCi1b_TRQfgO1Z9O2gNGGWNA,UCi1b_TRQfgO1Z9O2gNGGWNA,@davidisraelesquitsaquil,1,2,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCiGRBf2RNF0WRKhRVT7zFoA,UCiGRBf2RNF0WRKhRVT7zFoA,@edwinavila4876,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCiMythXHsw7eQEMykCdmMUA,UCiMythXHsw7eQEMykCdmMUA,@JavierBecerra-h6x,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCipetjeiWj4CZB6EbyYziZg,UCipetjeiWj4CZB6EbyYziZg,@OseasSamayoa-ol5rz,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
author::UCj-LL25XJnjxepPKCc3NGog,UCj-LL25XJnjxepPKCc3NGog,@anaaguirre8985,1,1,127,127,3.0516646830846214e-06,0.45422330067930783,0.003268711512314818,False,Comentador intra-video
