node_id,node_type,label,author_channel_id,video_id,title,channel_name,category,view_count,has_observed_edge
author::UCeDNEtI8_a42bZ47wJiJMwQ,author,@EdgarcalderonCalderong,UCeDNEtI8_a42bZ47wJiJMwQ,,,,,,True
author::UCeQk-WfEA-cJRq4EKeE7TOw,author,@franciscojuarez9223,UCeQk-WfEA-cJRq4EKeE7TOw,,,,,,True
author::UCefAH1MbvADWUjE9WVcB9EQ,author,@jabriz8152,UCefAH1MbvADWUjE9WVcB9EQ,,,,,,True
author::UCf5lnNZF7Qrtli9v4N_23WQ,author,@CarlosCortez-v5r,UCf5lnNZF7Qrtli9v4N_23WQ,,,,,,True
author::UCfM3nrxtTQMY5jFx1v1J4Gg,author,@edgarroldan5539,UCfM3nrxtTQMY5jFx1v1J4Gg,,,,,,True
author::UCfRqgt2O-vjzUDMZY_tnxQw,author,@Williams-Garcia67E,UCfRqgt2O-vjzUDMZY_tnxQw,,,,,,True
author::UCfXykdbSU97rj987LDUGfvg,author,@MariaSantos-c8y3h,UCfXykdbSU97rj987LDUGfvg,,,,,,True
author::UCfjhejO7LZy4doXURa7LZCQ,author,@HonwayLee-z5g,UCfjhejO7LZy4doXURa7LZCQ,,,,,,True
author::UCfo_yUPzy1f1POwwZxhZ06Q,author,@lara11roberto,UCfo_yUPzy1f1POwwZxhZ06Q,,,,,,True
author::UCg3eIfd7BrsLEqS0BLkftHA,author,@ErmePérez-q4s,UCg3eIfd7BrsLEqS0BLkftHA,,,,,,True
author::UCgGqw4aqMdMVSGkKiMgrJRQ,author,@pattyfigueroa5609,UCgGqw4aqMdMVSGkKiMgrJRQ,,,,,,True
author::UCgJNFj5dnxXpcMvmuhZDPxA,author,@NataliaRodriguez-rx5mr,UCgJNFj5dnxXpcMvmuhZDPxA,,,,,,True
author::UCgLrWFdYitoP-b7-PxtUr-w,author,@zetag,UCgLrWFdYitoP-b7-PxtUr-w,,,,,,True
author::UCgLurCo-e019HGODcjXHWCw,author,@perritojuega1,UCgLurCo-e019HGODcjXHWCw,,,,,,True
author::UCgQJgI9vu1FI2dnC9mrFthw,author,@srms70,UCgQJgI9vu1FI2dnC9mrFthw,,,,,,True
author::UCgQw_Sbq3ugruDUKsq1e0-A,author,@marlenareano-h4t,UCgQw_Sbq3ugruDUKsq1e0-A,,,,,,True
author::UCgvw7xIdGFupzpt1Y_BFkEA,author,@fredygarcia9151,UCgvw7xIdGFupzpt1Y_BFkEA,,,,,,True
author::UCh5ESQvtzyHDhCA7XyekCFA,author,@andyB5280,UCh5ESQvtzyHDhCA7XyekCFA,,,,,,True
author::UChT7pzGytNd92Nmvi-zuWog,author,@sparkvalkov,UChT7pzGytNd92Nmvi-zuWog,,,,,,True
author::UChZknRmJkeGeQk0-mQuhDOg,author,@OdilioRodríguez-c5w,UChZknRmJkeGeQk0-mQuhDOg,,,,,,True
author::UCheEJ5GZuIvV0fj-nXyVwXw,author,@rosaoliva9389,UCheEJ5GZuIvV0fj-nXyVwXw,,,,,,True
author::UChep9kVb5gQmpodEEl10Xlg,author,@carlosaguilar-kz7ml,UChep9kVb5gQmpodEEl10Xlg,,,,,,True
author::UChgkn5Jt5tWKYMoEOuCjz3Q,author,@pablochitay46,UChgkn5Jt5tWKYMoEOuCjz3Q,,,,,,True
author::UChs3tU2BcKOT0CezykvAsGw,author,@byronpontaza,UChs3tU2BcKOT0CezykvAsGw,,,,,,True
author::UChyps3dqY-VY1_wLeq-2lhw,author,@maydamorales4395,UChyps3dqY-VY1_wLeq-2lhw,,,,,,True
author::UCi-vPdnpQreC7BkFs40mJGA,author,@bryansicasales4280,UCi-vPdnpQreC7BkFs40mJGA,,,,,,True
author::UCi1b_TRQfgO1Z9O2gNGGWNA,author,@davidisraelesquitsaquil,UCi1b_TRQfgO1Z9O2gNGGWNA,,,,,,True
author::UCi2KiZq63sRq8Mfbcp-MelQ,author,@eugeneramirez4405,UCi2KiZq63sRq8Mfbcp-MelQ,,,,,,True
author::UCiC-Jn7wdgyQV4_Urk0DkWQ,author,@pedroros6358,UCiC-Jn7wdgyQV4_Urk0DkWQ,,,,,,True
author::UCiGRBf2RNF0WRKhRVT7zFoA,author,@edwinavila4876,UCiGRBf2RNF0WRKhRVT7zFoA,,,,,,True
author::UCiMythXHsw7eQEMykCdmMUA,author,@JavierBecerra-h6x,UCiMythXHsw7eQEMykCdmMUA,,,,,,True
author::UCiOZX__1gahg1ypIj0_XG_w,author,@mariogonzalezorellana8956,UCiOZX__1gahg1ypIj0_XG_w,,,,,,True
author::UCipetjeiWj4CZB6EbyYziZg,author,@OseasSamayoa-ol5rz,UCipetjeiWj4CZB6EbyYziZg,,,,,,True
author::UCj-LL25XJnjxepPKCc3NGog,author,@anaaguirre8985,UCj-LL25XJnjxepPKCc3NGog,,,,,,True
author::UCjJf-AJKRFFWtiN-CSwkDmA,author,@2jose82,UCjJf-AJKRFFWtiN-CSwkDmA,,,,,,True
author::UCjSKM9j0Q7HLDr1hD6D-TUw,author,@josehidalgo4875,UCjSKM9j0Q7HLDr1hD6D-TUw,,,,,,True
author::UCjZgFEowMBrsjodqfovzdKw,author,@franciscoflores3120,UCjZgFEowMBrsjodqfovzdKw,,,,,,True
author::UCjmPuazZJzscrwvk0QR9RVw,author,@mynorrodas8591,UCjmPuazZJzscrwvk0QR9RVw,,,,,,True
author::UCk4O-J1BhoqPmig1KLGJePA,author,@lazarobarillas3575,UCk4O-J1BhoqPmig1KLGJePA,,,,,,True
author::UCkVtmkK07b2zaVVNssX4lOg,author,@HectorElias-u2l,UCkVtmkK07b2zaVVNssX4lOg,,,,,,True
author::UCkbsS_3D-pvg1iHOld9uvIg,author,@gonzalo6075,UCkbsS_3D-pvg1iHOld9uvIg,,,,,,True
author::UCkd9W714-947dEE6ZOEBATA,author,@ARGELIATELON,UCkd9W714-947dEE6ZOEBATA,,,,,,True
author::UCkxdJ_yGN2gghOMo2ybQtXQ,author,@11223344An,UCkxdJ_yGN2gghOMo2ybQtXQ,,,,,,True
author::UCl0ekS9Tt0jJGtOEM18S63w,author,@monkchapin,UCl0ekS9Tt0jJGtOEM18S63w,,,,,,True
author::UCld2stqxaVSk0QdGncM224A,author,@sarahernandez3873,UCld2stqxaVSk0QdGncM224A,,,,,,True
author::UClhMWQ7XKWywYvbRnuf8QsA,author,@EcPerez-zz9oh,UClhMWQ7XKWywYvbRnuf8QsA,,,,,,True
author::UCljDbleJul41G1TzOjOZAVA,author,@hectorcarranza3777,UCljDbleJul41G1TzOjOZAVA,,,,,,True
author::UClqA491Xa5fQcXcJJa-vTWw,author,@AndresLemus-k2d,UClqA491Xa5fQcXcJJa-vTWw,,,,,,True
author::UClsrFGJKWPxxw7MiaEdKLXw,author,@ericapaz5406,UClsrFGJKWPxxw7MiaEdKLXw,,,,,,True
author::UCmjppp6ujz3SAnULvP3sZMw,author,@marcomendez7509,UCmjppp6ujz3SAnULvP3sZMw,,,,,,True
author::UCmvOgzmmXbjUthHy-WJ52hQ,author,@mariorodas593,UCmvOgzmmXbjUthHy-WJ52hQ,,,,,,True
author::UCnU8wO1OurAmGstDw6VGjgQ,author,@cmorera21,UCnU8wO1OurAmGstDw6VGjgQ,,,,,,True
author::UCoGdCoJg2Lh0OX_jv6cG16g,author,@Israel-u5i7i,UCoGdCoJg2Lh0OX_jv6cG16g,,,,,,True
author::UColMq7LmaoY3MT6aIDGrGvA,author,@quijotachapina1,UColMq7LmaoY3MT6aIDGrGvA,,,,,,True
author::UCozFYHN0e_-vlQbX3wQGOug,author,@jesusguzman2321,UCozFYHN0e_-vlQbX3wQGOug,,,,,,True
author::UCp29O_C7cchZV8IxV7Crdag,author,@robertoescobar5507,UCp29O_C7cchZV8IxV7Crdag,,,,,,True
author::UCp4iw5_5SmV9VGTFSNVGOmQ,author,@CARLOSSTREMS51,UCp4iw5_5SmV9VGTFSNVGOmQ,,,,,,True
author::UCpIdtvoFHVLGASGB5ySqIEA,author,@VidalVillatoro-p4w,UCpIdtvoFHVLGASGB5ySqIEA,,,,,,True
author::UCp_dAUfv8i3LW3zWc24dLaQ,author,@MarioCortez-o6v,UCp_dAUfv8i3LW3zWc24dLaQ,,,,,,True
author::UCpe5jW3MIqkgTJ-PgkzvM6Q,author,@carloslam5333,UCpe5jW3MIqkgTJ-PgkzvM6Q,,,,,,True
author::UCpl8rF8uv_8uui-QRvuJaRA,author,@SergioGarcia-z9c,UCpl8rF8uv_8uui-QRvuJaRA,,,,,,True
author::UCplrIQtaPj6au60_f2-mOYw,author,@romeolopezherrarte799,UCplrIQtaPj6au60_f2-mOYw,,,,,,True
author::UCpsKOkt5iWTbenzeuq7dsmQ,author,@inge_vergueta,UCpsKOkt5iWTbenzeuq7dsmQ,,,,,,True
author::UCq3mDTTRZnUybct5M9OSXbg,author,@MacoMorales-i2i2d,UCq3mDTTRZnUybct5M9OSXbg,,,,,,True
author::UCqCrvuoJpC-aVb0f4logQRQ,author,@Lyrics_GT,UCqCrvuoJpC-aVb0f4logQRQ,,,,,,True
author::UCqilIa8r7iek5sGYg_q6ofA,author,@rolandojuchuna484,UCqilIa8r7iek5sGYg_q6ofA,,,,,,True
author::UCql1n3Ey6ULMSOACjMe-fxQ,author,@RolandoGonzalez-o7g,UCql1n3Ey6ULMSOACjMe-fxQ,,,,,,True
author::UCr1emrogPKkKTs_WTtx71xg,author,@domingopeneleu6457,UCr1emrogPKkKTs_WTtx71xg,,,,,,True
author::UCrJn_rbo_ENAdeqneS-RmRw,author,@josecarrera9623,UCrJn_rbo_ENAdeqneS-RmRw,,,,,,True
author::UCrqXyRsg-_hTosURZ-uvoKg,author,@flornolberto2425,UCrqXyRsg-_hTosURZ-uvoKg,,,,,,True
author::UCsGoJEvb-cFPZ2rWoJcXzEQ,author,@sergiohinestroza9709,UCsGoJEvb-cFPZ2rWoJcXzEQ,,,,,,True
author::UCsJJAvrVGupdmhOqgtDp8dg,author,@nestorlorenzana1168,UCsJJAvrVGupdmhOqgtDp8dg,,,,,,True
author::UCsSXdJct-nsS8DsABoEsaYA,author,@IvánPérez-j4j,UCsSXdJct-nsS8DsABoEsaYA,,,,,,True
author::UCsUCN0Yq_UyTvKjOJLmNrnQ,author,@moisesvaldez4043,UCsUCN0Yq_UyTvKjOJLmNrnQ,,,,,,True
author::UCs_5qeqdku9tGAq22y3OcuQ,author,@alexandrevasquez4135,UCs_5qeqdku9tGAq22y3OcuQ,,,,,,True
author::UCsjs5Hp_r86x1xbK6FAeqaA,author,@alvaroesquivel563,UCsjs5Hp_r86x1xbK6FAeqaA,,,,,,True
author::UCtCtts20bW6F9CSohau51Iw,author,@carlosgranados9875,UCtCtts20bW6F9CSohau51Iw,,,,,,True
author::UCtMBF_1O2jY2INlb_luuB_A,author,@mynorgudiel8646,UCtMBF_1O2jY2INlb_luuB_A,,,,,,True
author::UCtNfIBnc5S5DbbQj_yxgJTw,author,@JosueRamirez-ey3ih,UCtNfIBnc5S5DbbQj_yxgJTw,,,,,,True
author::UCtNyHmRZtvGF2hSvI2dUBWw,author,@aureliomaldonado4793,UCtNyHmRZtvGF2hSvI2dUBWw,,,,,,True
author::UCtUR3_CAiE7fCoZHM6cMfyQ,author,@mdelcid01,UCtUR3_CAiE7fCoZHM6cMfyQ,,,,,,True
author::UCtiHFjFu7d5v2XxHnKFUYig,author,@Paul-gf7ec,UCtiHFjFu7d5v2XxHnKFUYig,,,,,,True
author::UCtowGNY2lnlg6O2CkwDgkLg,author,@taniagabrielacelis8434,UCtowGNY2lnlg6O2CkwDgkLg,,,,,,True
author::UCtsxPYw8VUsH_FfnKg-0lmw,author,@AlejandroPérez-b6r,UCtsxPYw8VUsH_FfnKg-0lmw,,,,,,True
author::UCu8_3-Wg-YzNyvHYQDEscfw,author,@RolandoCastroPérez-d7y,UCu8_3-Wg-YzNyvHYQDEscfw,,,,,,True
author::UCuP4UK33HKtJE_S39ksmaTw,author,@herbertaguilar1387,UCuP4UK33HKtJE_S39ksmaTw,,,,,,True
author::UCuXmOjxC-htcprLgeVXz6Tg,author,@jorgeaguilar-bq3uj,UCuXmOjxC-htcprLgeVXz6Tg,,,,,,True
author::UCueV9cTyTDwgQSec1x2dYgA,author,@fredydomingo7062,UCueV9cTyTDwgQSec1x2dYgA,,,,,,True
author::UCujPF2nBgsTD62nWE3lcpIg,author,@victorarturoruanobautista7588,UCujPF2nBgsTD62nWE3lcpIg,,,,,,True
author::UCusjriFsDHEc2AOjqk-p5ig,author,@pablobarrios7931,UCusjriFsDHEc2AOjqk-p5ig,,,,,,True
author::UCut6b9S98nv84cVX89PmKzA,author,@yeniferaguirre4498,UCut6b9S98nv84cVX89PmKzA,,,,,,True
author::UCvApqeCbLod-wejtT4CcVuA,author,@davidgaher9550,UCvApqeCbLod-wejtT4CcVuA,,,,,,True
author::UCvDwJBBY1mHK70aTEYl6rsA,author,@cristianescobedo8296,UCvDwJBBY1mHK70aTEYl6rsA,,,,,,True
author::UCvcu1kR8xMYy_I1Ty-2mV2Q,author,@hashojea7348,UCvcu1kR8xMYy_I1Ty-2mV2Q,,,,,,True
author::UCvl1tzQeBeGy6efPTRJXSCw,author,@RaulPerez-cw2vi,UCvl1tzQeBeGy6efPTRJXSCw,,,,,,True
author::UCwCfs-2zbD5k0lG-UVg_JBw,author,@JessicaHuaz-96,UCwCfs-2zbD5k0lG-UVg_JBw,,,,,,True
author::UCwEe1RKlEv1UpNWmWYfSh4w,author,@marioramirez299,UCwEe1RKlEv1UpNWmWYfSh4w,,,,,,True
author::UCwO2SXr0ggzwg6QWWrr01nQ,author,@ricardofigueroa5720,UCwO2SXr0ggzwg6QWWrr01nQ,,,,,,True
author::UCwUAv3_LpWVtTIi7lkmTL7A,author,@kingr4706,UCwUAv3_LpWVtTIi7lkmTL7A,,,,,,True
author::UCwW2OFy95P7ZBkOPxWkpvYg,author,@TeresaLucero-b5o,UCwW2OFy95P7ZBkOPxWkpvYg,,,,,,True
author::UCwgCc9Jd_gG-uLE_SY-FfPg,author,@armindapenados2841,UCwgCc9Jd_gG-uLE_SY-FfPg,,,,,,True
author::UCwha8rxULYMVtNwZWeSkE1A,author,@mariasamo8637,UCwha8rxULYMVtNwZWeSkE1A,,,,,,True
author::UCwjUvRseNtJoItylIyIez7Q,author,@Silviazea,UCwjUvRseNtJoItylIyIez7Q,,,,,,True
author::UCwxoKK59nGCeBqB2sXfDBIw,author,@vic-bonivideos,UCwxoKK59nGCeBqB2sXfDBIw,,,,,,True
author::UCxKR3RA8T-kxMgq_2WWhRcQ,author,@elenaluarca9377,UCxKR3RA8T-kxMgq_2WWhRcQ,,,,,,True
author::UCxcoDvP-g2_KTZDmVZtvb3w,author,@angelmartinez9523,UCxcoDvP-g2_KTZDmVZtvb3w,,,,,,True
author::UCxff05WuyvwELNITi7bj7UA,author,@markoherrera,UCxff05WuyvwELNITi7bj7UA,,,,,,True
author::UCxhtlxPV8AYWaNNyU6S9H8Q,author,@WilR-s8r,UCxhtlxPV8AYWaNNyU6S9H8Q,,,,,,True
author::UCyJhqmMbsvjpoarBBStA2kg,author,@Murmullodelbarrio,UCyJhqmMbsvjpoarBBStA2kg,,,,,,True
author::UCySYJU5kUh7X8gVt9la2ISA,author,@dantesarti4351,UCySYJU5kUh7X8gVt9la2ISA,,,,,,True
author::UCyW68EGZey4ao_Vf2cR5Ztg,author,@ZabalaXabier,UCyW68EGZey4ao_Vf2cR5Ztg,,,,,,True
author::UCylqlpsh8ENNM1LqgQ1KbxA,author,@Jel.Awesh.M,UCylqlpsh8ENNM1LqgQ1KbxA,,,,,,True
author::UCyor0Mmm0ivLX2jIdyGp84Q,author,@MiguelJordan-n3g,UCyor0Mmm0ivLX2jIdyGp84Q,,,,,,True
author::UCyzf29IYjNw67gGIfsjgtxA,author,@carlosoliva9249,UCyzf29IYjNw67gGIfsjgtxA,,,,,,True
author::UCz3gu01bmjNv0DpRq-K3XYg,author,@eusebiovasquez4385,UCz3gu01bmjNv0DpRq-K3XYg,,,,,,True
author::UCzSfZlOVxBSs5ObD25ywxDQ,author,@GilmarMaldonado-q9m,UCzSfZlOVxBSs5ObD25ywxDQ,,,,,,True
author::UCzZ6dDCEsLMXbc5pCFXIprw,author,@josegil3813,UCzZ6dDCEsLMXbc5pCFXIprw,,,,,,True
author::UCzoL2l5H5eVlorWGH8AZfAg,author,@jor77cas,UCzoL2l5H5eVlorWGH8AZfAg,,,,,,True
video::-5puKGEqcUc,video,INSIVUMEH pronostica incremento de lluvias para el fin de semana en Guatemala,,-5puKGEqcUc,INSIVUMEH pronostica incremento de lluvias para el fin de semana en Guatemala,T13 Noticias Guatemala,News & Politics,2357,False
video::-E7OPOLjMug,video,BERNARDO ARÉVALO CALIFICA CAMBIO EN EL MP COMO EL FIN DE UNA ETAPA DE DETERIORO INSTITUCIONAL,,-E7OPOLjMug,BERNARDO ARÉVALO CALIFICA CAMBIO EN EL MP COMO EL FIN DE UNA ETAPA DE DETERIORO INSTITUCIONAL,IDocumenta,People & Blogs,4,False
video::-KDglrIzRKo,video,¡HISTÓRICO! Mexico recupera petróleo robado por Guatemala... 🔔,,-KDglrIzRKo,¡HISTÓRICO! Mexico recupera petróleo robado por Guatemala... 🔔,México Poder,People & Blogs,29736,False
video::-O4Pa7qS9WQ,video,"Viaje completo Ciudad de Guatemala al IRTRA de Retalhuleu, menos tráfico, Diesel a Q42.59",,-O4Pa7qS9WQ,"Viaje completo Ciudad de Guatemala al IRTRA de Retalhuleu, menos tráfico, Diesel a Q42.59",Guate Maya Trip,Nonprofits & Activism,383,False
video::06mFNPU0aB8,video,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,News & Politics,6692,True
video::0LTLUY7LBlA,video,"Qué debes saber ANTES de viajar a GUATEMALA | Dónde cambiar DINERO, adquirir INTERNET y TRANSPORTE",,0LTLUY7LBlA,"Qué debes saber ANTES de viajar a GUATEMALA | Dónde cambiar DINERO, adquirir INTERNET y TRANSPORTE",De viaje con Migue,Travel & Events,6099,False
video::0a4_g1R1-aA,video,Acciones relevantes en el #Resumen24Horas,,0a4_g1R1-aA,Acciones relevantes en el #Resumen24Horas,PNCdeGuatemala,Science & Technology,15455,False
video::0b2vfzXdCqs,video,Cadena Nacional del presidente Bernardo Arévalo,,0b2vfzXdCqs,Cadena Nacional del presidente Bernardo Arévalo,Gobierno de la República de Guatemala,Entertainment,2725,False
video::0eiVPMexNOo,video,CONRED se pronuncia tras sismos en el territorio nacional,,0eiVPMexNOo,CONRED se pronuncia tras sismos en el territorio nacional,TN23 Guatemala,News & Politics,1875,False
video::0iQD8zHxZIg,video,SE FILTRO un AUDIO de PANDILLEROS en Guatemala | DISPUTA POLITICA  Guatemala en medio de EMERGENCIA,,0iQD8zHxZIg,SE FILTRO un AUDIO de PANDILLEROS en Guatemala | DISPUTA POLITICA  Guatemala en medio de EMERGENCIA,Tras la Verdad SV,News & Politics,36701,False
video::1-hr8eCOt_I,video,Este es el impacto ante el incremento del tráfico en la capital por el inicio de clases,,1-hr8eCOt_I,Este es el impacto ante el incremento del tráfico en la capital por el inicio de clases,AztecaGuate,Entertainment,289,False
video::1HQLJycvzaQ,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,,1HQLJycvzaQ,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,1175,False
video::1kSG-naIgqk,video,PRIMERA SEDE MIGRATORIA REGIONAL EN CHIQUIMULA,,1kSG-naIgqk,PRIMERA SEDE MIGRATORIA REGIONAL EN CHIQUIMULA,Vicepresidencia Guate,Entertainment,48,False
video::1w9faaYjhyU,video,Fundación de la República de Guatemala 21 marzo 1847,,1w9faaYjhyU,Fundación de la República de Guatemala 21 marzo 1847,El profe de Historia Gt,People & Blogs,31697,False
video::1y61Kb9uSbg,video,Departamento de Tránsito de PNC certifica a 43 PMT en Educación Vial,,1y61Kb9uSbg,Departamento de Tránsito de PNC certifica a 43 PMT en Educación Vial,Ministerio de Gobernación,News & Politics,471,False
video::1yHN9Ci7pXs,video,Municipalidad de Guatemala informa,,1yHN9Ci7pXs,Municipalidad de Guatemala informa,Municipalidad de Guatemala,People & Blogs,1617,False
video::2iqOSL9YguA,video,Gabriel García Luna ya está en el MP para asumir como nuevo fiscal general,,2iqOSL9YguA,Gabriel García Luna ya está en el MP para asumir como nuevo fiscal general,Guatevisión,Entertainment,5181,False
video::2n31FhKmELI,video,TRÁFICO EN GUATEMALA,,2n31FhKmELI,TRÁFICO EN GUATEMALA,Fralis Maxiel Martinez,People & Blogs,512,False
video::2p23yPpu6aQ,video,#Conred,,2p23yPpu6aQ,#Conred,Noticias-FA-Gt,People & Blogs,164,False
video::3-jKER3zqcA,video,VECINO VRS AGENTES DE LA PMT EN MAZATENANGO,,3-jKER3zqcA,VECINO VRS AGENTES DE LA PMT EN MAZATENANGO,audioschileros,People & Blogs,70811,False
video::3LAwISMokIg,video,MUNICIPALIDAD DE GUATEMALA 17/12/2025,,3LAwISMokIg,MUNICIPALIDAD DE GUATEMALA 17/12/2025,Concejales de Oposición - Muni Guate,People & Blogs,294,False
video::3Nfp9h5avBI,video,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",,3Nfp9h5avBI,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",Noticiero Guatevisión 13 Hrs.,News & Politics,573,True
video::3P2OUk7aGmc,video,Presidente presenta Segundo Informe Presidencial en Sesión Solemne del Congreso de la República.,,3P2OUk7aGmc,Presidente presenta Segundo Informe Presidencial en Sesión Solemne del Congreso de la República.,Gobierno de la República de Guatemala,Entertainment,2838,False
video::3S3KygWSjAQ,video,Himno de la Policía Nacional Civil de Guatemala,,3S3KygWSjAQ,Himno de la Policía Nacional Civil de Guatemala,PNCdeGuatemala,News & Politics,53021,False
video::3bU7I_ZpXUk,video,Congreso inicia proceso para nombrar a nuevo Fiscal General en Guatemala y suceder a Consuelo Porras,,3bU7I_ZpXUk,Congreso inicia proceso para nombrar a nuevo Fiscal General en Guatemala y suceder a Consuelo Porras,PrensaLibreOficial,News & Politics,7465,False
video::3onMfRym3OU,video,PRIMER PUENTE DONDE ARRIBA VA EL TRÁFICO Y ABAJO UN TREN EN GUATEMALA Y AMÉRICA LATINA.,,3onMfRym3OU,PRIMER PUENTE DONDE ARRIBA VA EL TRÁFICO Y ABAJO UN TREN EN GUATEMALA Y AMÉRICA LATINA.,Cronos Time GT,Education,4484,False
video::45xQLtMlPdo,video,"PRESIDENTE DE GUATEMALA, BERNARDO ARÉVALO SE REFIERE AL “DÍA INTERNACIONAL DE LA LIBERTAD DE PRENSA”",,45xQLtMlPdo,"PRESIDENTE DE GUATEMALA, BERNARDO ARÉVALO SE REFIERE AL “DÍA INTERNACIONAL DE LA LIBERTAD DE PRENSA”",IDocumenta,People & Blogs,8,False
video::4DD1nlxWk2s,video,Fuertes LLUVIAS en el JABALI; a si luce una Tarde de Tormenta 😱,,4DD1nlxWk2s,Fuertes LLUVIAS en el JABALI; a si luce una Tarde de Tormenta 😱,VIVA GUATEMALA,Entertainment,27111,False
video::4FUed7cIhPU,video,El Sistema CONRED y el Gobierno de Guatemala trabajan unidos para atender emergencias.,,4FUed7cIhPU,El Sistema CONRED y el Gobierno de Guatemala trabajan unidos para atender emergencias.,Conred,Education,47,False
video::4H6w9FQAcS8,video,"Avances en temas de economía, precios de los combustibles y otros temas de interés nacional.",,4H6w9FQAcS8,"Avances en temas de economía, precios de los combustibles y otros temas de interés nacional.",Gobierno de la República de Guatemala,Entertainment,1489,False
video::5DRG-WGTq1k,video,El Sistema CONRED continúa activo y trabajando de manera coordinada #VolcánDeFuego.,,5DRG-WGTq1k,El Sistema CONRED continúa activo y trabajando de manera coordinada #VolcánDeFuego.,Conred,Education,68,False
video::5MFnG5B7ric,video,Municipalidad de Guatemala   09/07/2025,,5MFnG5B7ric,Municipalidad de Guatemala   09/07/2025,Concejales de Oposición - Muni Guate,People & Blogs,107,False
video::5OhxjDvuYbQ,video,"Operativos PMT ""Cero Tolerancia"" para fin de año",,5OhxjDvuYbQ,"Operativos PMT ""Cero Tolerancia"" para fin de año",Municipalidad de Guatemala,News & Politics,494,False
video::5UNxNfcSzG4,video,Distinción del Cambio de la Rosa de la Paz a Pedro Castro López del INACOP,,5UNxNfcSzG4,Distinción del Cambio de la Rosa de la Paz a Pedro Castro López del INACOP,Gobierno de la República de Guatemala,Entertainment,741,False
video::5Y7fntl6Rc8,video,Cómo llegar a TIKAL desde Ciudad de GUATEMALA en autobús o en Avión | transporte a PETÉN,,5Y7fntl6Rc8,Cómo llegar a TIKAL desde Ciudad de GUATEMALA en autobús o en Avión | transporte a PETÉN,De viaje con Migue,Travel & Events,11061,False
video::5nw9G1vwnYY,video,Actriz guatemalteca caracteriza a Consuelo Porras frente al MP por salida del cargo,,5nw9G1vwnYY,Actriz guatemalteca caracteriza a Consuelo Porras frente al MP por salida del cargo,PrensaLibreOficial,News & Politics,40327,False
video::677N9cx_kKE,video,Carlos Pineda Seguridad I - Guatemala tiene solución | Ep. 2,,677N9cx_kKE,Carlos Pineda Seguridad I - Guatemala tiene solución | Ep. 2,Carlos Pineda,People & Blogs,8568,False
video::6KlI_geqPOI,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,,6KlI_geqPOI,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,Gobierno de la República de Guatemala,Entertainment,2301,False
video::6W4u8sGEnGM,video,Inician los trabajos de recuperación del Puente Belice II.,,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment,11670,True
video::6Wf0ItQUaDU,video,“Queremos generar 60 mil empleos”: Victorino Carranza revela el plan y las pérdidas de la Gremipe,,6Wf0ItQUaDU,“Queremos generar 60 mil empleos”: Victorino Carranza revela el plan y las pérdidas de la Gremipe,Campus TV,News & Politics,2,False
video::6y3KQmmg3Oc,video,Noticiero El Informativo. Nuestra semana de resultados.,,6y3KQmmg3Oc,Noticiero El Informativo. Nuestra semana de resultados.,Gobierno de la República de Guatemala,Entertainment,303,False
video::6z2Psav9Onw,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,,6z2Psav9Onw,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment,848,False
video::74F3Mn_NWoE,video,"Acto de Graduación de los Cursos de Formación, Ascenso y Especialización Policial de la PNC.",,74F3Mn_NWoE,"Acto de Graduación de los Cursos de Formación, Ascenso y Especialización Policial de la PNC.",Gobierno de la República de Guatemala,Entertainment,1197,False
video::7JerBdHtkWA,video,Cambio de horarios en Municipalidad de Guatemala,,7JerBdHtkWA,Cambio de horarios en Municipalidad de Guatemala,Canal 3 Guatemala,News & Politics,215,False
video::7hfUg8Z-W2o,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,,7hfUg8Z-W2o,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,Gobierno de la República de Guatemala,Entertainment,2449,False
video::7kuHyjwuE_o,video,Centro Municipal de Emprendimiento - Municipalidad de Guatemala,,7kuHyjwuE_o,Centro Municipal de Emprendimiento - Municipalidad de Guatemala,Centro Municipal de Emprendimiento MuniGuate,Entertainment,528,False
video::7mdtGeIHQnE,video,"#LHEnContexto: Gestión de riesgos en GUATEMALA: Lo que debes saber, explicado por la CONRED",,7mdtGeIHQnE,"#LHEnContexto: Gestión de riesgos en GUATEMALA: Lo que debes saber, explicado por la CONRED",La Hora,News & Politics,570,False
